trade_date,close
2021-06-22,3.0711994080099423
2021-06-23,3.0692301595227742
2021-06-24,3.07
2021-06-25,3.07
2021-06-28,3.089319391710642
2021-06-29,3.0788007314401185
2021-06-30,3.0807698267964674
2021-07-01,3.08
2021-07-02,3.08
2021-07-05,3.08
2021-07-06,3.08
2021-07-07,3.089659585982114
2021-07-08,3.079570645043344
2021-07-09,3.071110291258042
2021-07-12,3.070769869533353
2021-07-13,3.060340407451166
2021-07-14,3.0511101591636747
2021-07-15,3.031450141146747
2021-07-16,3.0411991467666315
2021-07-19,3.0488898835525817
2021-07-20,3.0395704482815877
2021-07-21,3.040769881070261
2021-07-22,3.04
2021-07-23,3.049659667496248
2021-07-26,3.0395705088824156
2021-07-27,3.050429378363485
2021-07-28,3.03957073267626
2021-07-29,3.040769763860467
2021-07-30,3.020680997911605
2021-08-02,2.9925597434069875
2021-08-03,3.0116286124938054
2021-08-04,2.9891423882380574
2021-08-05,2.9818797613155996
2021-08-06,2.9904290453371862
2021-08-09,2.9892303241877847
2021-08-10,3.018978102710753
2021-08-11,3.0176914757118176
2021-08-12,3.039318797622814
2021-08-13,3.0191433469947766
2021-08-16,3.031197121000161
2021-08-17,3.0292309840234597
2021-08-18,3.0106818951889447
2021-08-19,3.040514441511136
2021-08-20,3.0183764759731266
2021-08-23,3.0215377815323214
2021-08-24,3.0296583648375472
2021-08-25,3.0195727024342474
2021-08-26,3.0207689807283655
2021-08-27,3.010341688053262
2021-08-30,3.0204271846340207
2021-08-31,2.9999148894013423
2021-09-01,3.0305107698884903
2021-09-02,3.0566679933701284
2021-09-03,3.0480345621672997
2021-09-06,3.0604270132239266
2021-09-07,3.059231115026022
2021-09-08,3.0889743829535923
2021-09-09,3.097352182975261
2021-09-10,3.0895729000773304
2021-09-13,3.100426989362832
2021-09-14,3.099231225064182
2021-09-15,3.0613671981385546
2021-09-16,3.0630759665329834
2021-09-17,3.0503417587637753
2021-09-22,3.0700849711760143
2021-09-23,3.049146972139438
2021-09-24,3.0708521292341775
2021-09-27,3.0491487680972558
2021-09-28,3.051536294105901
2021-09-29,3.059657445278548
2021-09-30,3.0592317595731235
2021-10-08,3.050342554338653
2021-10-11,3.0700829665144203
2021-10-12,3.078120751200886
2021-10-13,3.07923167448752
2021-10-14,3.0703425474104113
2021-10-15,3.061110862882742
2021-10-18,3.0511107362518697
2021-10-19,3.0604258873849033
2021-10-20,3.0592316389822116
2021-10-21,3.06
2021-10-22,3.0793150451692926
2021-10-25,3.059148660666805
2021-10-26,3.071193683227375
2021-10-27,3.0595747443507237
2021-10-28,3.060768123479703
2021-10-29,3.0503428699561588
2021-11-01,3.050768064205563
2021-11-02,3.0693142562675857
2021-11-03,3.0394932424680325
2021-11-04,3.042304525324458
2021-11-05,3.04
2021-11-08,3.04
2021-11-09,3.0303432070325025
2021-11-10,3.040424878170724
2021-11-11,3.0392318625574783
2021-11-12,3.068970218220245
2021-11-15,3.0580394935320263
2021-11-16,3.06076793916135
2021-11-17,3.06
2021-11-18,3.0696565812339176
2021-11-19,3.0595755349583538
2021-11-22,3.060767934063286
2021-11-23,3.06
2021-11-24,3.0696565239009974
2021-11-25,3.078888656682914
2021-11-26,3.0792320778424154
2021-11-29,3.0703434139293972
2021-11-30,3.0611113222360973
2021-12-01,3.0511111956820236
2021-12-02,3.060424616346608
2021-12-03,3.0495754957991705
2021-12-06,3.0604243927004777
2021-12-07,3.0592321556013875
2021-12-08,3.0696565458785288
2021-12-09,3.0595757218464334
2021-12-10,3.0704241672691674
2021-12-13,3.069232269636826
2021-12-14,3.060343568680833
2021-12-15,3.051111289511511
2021-12-16,3.050767770572349
2021-12-17,3.05
2021-12-20,3.0596564963915958
2021-12-21,3.049575789245961
2021-12-22,3.060424099513641
2021-12-23,3.0592322882511147
2021-12-24,3.06
2021-12-27,3.0503436180394647
2021-12-28,3.06042403723095
2021-12-29,3.068888620930232
2021-12-30,3.0499195922473517
2021-12-31,3.0515357313863123
2022-01-04,3.05
2022-01-05,3.0693125406138644
2022-01-06,3.0877773243459887
2022-01-07,3.088464368795954
2022-01-10,3.138282735572078
2022-01-11,3.1265073987756713
2022-01-12,3.1404231383668675
2022-01-13,3.119920941106388
2022-01-14,3.140845189383362
2022-01-17,3.090190892147793
2022-01-18,3.0938306830718822
2022-01-19,3.1189660551742913
2022-01-20,3.108044215433661
2022-01-21,3.1204218046879535
2022-01-24,3.1192333362311833
2022-01-25,3.12
2022-01-26,3.091034592647829
2022-01-27,3.0922999781485796
2022-01-28,3.09
2022-02-07,3.09
2022-02-08,3.1286206181548204
2022-02-09,3.165557965919411
2022-02-10,3.157277178766075
2022-02-11,3.189733384158274
2022-02-14,3.1877019844844465
2022-02-15,3.17068842612503
2022-02-16,3.15222053707869
2022-02-17,3.170844610083171
2022-02-18,3.178122734965377
2022-02-21,3.198545744731042
2022-02-22,3.1791554277061578
2022-02-23,3.171877165753815
2022-02-24,3.1611104153007568
2022-02-25,3.112484629841493
2022-02-28,3.113830561173792
2022-03-01,3.1003436190595957
2022-03-02,3.120078275787687
2022-03-03,3.1281248047853625
2022-03-04,3.1485474801767506
2022-03-07,3.1484689325646156
2022-03-08,3.130686962583219
2022-03-09,3.1025608607547053
2022-03-10,3.08298190227099
2022-03-11,3.081530827875301
2022-03-14,3.0993145592772526
2022-03-15,3.0888115851088913
2022-03-16,3.032821365137814
2022-03-17,3.0732239140865927
